INEGI. Censo de Población y Vivienda 2010: Tabulados del Cuestionario Básico;;;;;;;;;;;
Fecha de elaboración: 25/02/2011;;;;;;;;;;;
;;;;;;;;;;;
Viviendas particulares habitadas por municipio, disponibilidad de energía eléctrica y agua;;;;;;;;;;;Vivienda 9
según disponibilidad de drenaje y lugar de desalojo;;;;;;;;;;;
;;;;;;;;;;;
Entidad federativa;Municipio;Energía eléctrica;Disponibilidad de agua;Viviendas particulares habitadas1;Disponen de drenaje;;;;;No tiene drenaje;No especificado
;;;;;Lugar de desalojo;;;;;;
;;;;;Total;Red pública;Fosa séptica;Tubería que va a dar a una barranca o grieta;Tubería que va a dar a un río, lago o mar;;
;;;;;;;;;;;
14 Jalisco;010 Atemajac de Brizuela;Total;Agua de pozo, río, lago, arroyo u otra;50;29;20;8;1;0;20;1
14 Jalisco;010 Atemajac de Brizuela;Total;No especificado;3;1;1;0;0;0;0;2
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Total;1.386;1.308;1.188;106;13;1;67;11
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.124;1.088;1.043;40;4;1;32;4
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;196;166;101;58;7;0;24;6
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2;2;2;0;0;0;0;0
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;23;21;20;1;0;0;2;0
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Agua de pipa;2;2;1;0;1;0;0;0
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;37;28;20;7;1;0;9;0
14 Jalisco;010 Atemajac de Brizuela;Disponen de energía eléctrica;No especificado;2;1;1;0;0;0;0;1
14 Jalisco;010 Atemajac de Brizuela;No disponen de energía eléctrica;Total;40;17;12;4;1;0;22;1
14 Jalisco;010 Atemajac de Brizuela;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;14;9;9;0;0;0;5;0
14 Jalisco;010 Atemajac de Brizuela;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;6;3;0;3;0;0;3;0
14 Jalisco;010 Atemajac de Brizuela;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;5;3;3;0;0;0;2;0
14 Jalisco;010 Atemajac de Brizuela;No disponen de energía eléctrica;Agua de pipa;3;1;0;0;1;0;2;0
14 Jalisco;010 Atemajac de Brizuela;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;12;1;0;1;0;0;10;1
14 Jalisco;010 Atemajac de Brizuela;No especificado;Total;7;5;4;1;0;0;1;1
14 Jalisco;010 Atemajac de Brizuela;No especificado;Agua entubada dentro de la vivienda;3;3;2;1;0;0;0;0
14 Jalisco;010 Atemajac de Brizuela;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;2;2;2;0;0;0;0;0
14 Jalisco;010 Atemajac de Brizuela;No especificado;Agua de pozo, río, lago, arroyo u otra;1;0;0;0;0;0;1;0
14 Jalisco;010 Atemajac de Brizuela;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;011 Atengo;Total;Total;1.383;1.242;955;273;11;3;136;5
14 Jalisco;011 Atengo;Total;Agua entubada dentro de la vivienda;1.132;1.058;850;196;10;2;71;3
14 Jalisco;011 Atengo;Total;Agua entubada fuera de la vivienda pero dentro del terreno;167;138;81;55;1;1;29;0
14 Jalisco;011 Atengo;Total;Agua entubada de llave pública (o hidrante);8;6;4;2;0;0;2;0
14 Jalisco;011 Atengo;Total;Agua entubada que acarrean de otra vivienda;45;19;9;10;0;0;25;1
14 Jalisco;011 Atengo;Total;Agua de pipa;1;1;1;0;0;0;0;0
14 Jalisco;011 Atengo;Total;Agua de pozo, río, lago, arroyo u otra;29;19;9;10;0;0;9;1
14 Jalisco;011 Atengo;Total;No especificado;1;1;1;0;0;0;0;0
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Total;1.335;1.227;946;267;11;3;105;3
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.116;1.051;845;194;10;2;63;2
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;155;134;78;54;1;1;21;0
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);7;6;4;2;0;0;1;0
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;32;18;8;10;0;0;14;0
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Agua de pipa;1;1;1;0;0;0;0;0
14 Jalisco;011 Atengo;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;23;16;9;7;0;0;6;1
14 Jalisco;011 Atengo;Disponen de energía eléctrica;No especificado;1;1;1;0;0;0;0;0
14 Jalisco;011 Atengo;No disponen de energía eléctrica;Total;48;15;9;6;0;0;31;2
14 Jalisco;011 Atengo;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;16;7;5;2;0;0;8;1
14 Jalisco;011 Atengo;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;12;4;3;1;0;0;8;0
14 Jalisco;011 Atengo;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;0;0;0;0;0;1;0
14 Jalisco;011 Atengo;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;13;1;1;0;0;0;11;1
14 Jalisco;011 Atengo;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;6;3;0;3;0;0;3;0
14 Jalisco;012 Atenguillo;Total;Total;1.178;1.125;864;239;21;1;52;1
14 Jalisco;012 Atenguillo;Total;Agua entubada dentro de la vivienda;1.039;1.018;809;196;12;1;21;0
14 Jalisco;012 Atenguillo;Total;Agua entubada fuera de la vivienda pero dentro del terreno;82;72;36;28;8;0;10;0
14 Jalisco;012 Atenguillo;Total;Agua entubada de llave pública (o hidrante);11;10;9;1;0;0;1;0
14 Jalisco;012 Atenguillo;Total;Agua entubada que acarrean de otra vivienda;9;4;4;0;0;0;5;0
14 Jalisco;012 Atenguillo;Total;Agua de pipa;2;1;0;1;0;0;1;0
14 Jalisco;012 Atenguillo;Total;Agua de pozo, río, lago, arroyo u otra;34;20;6;13;1;0;14;0
14 Jalisco;012 Atenguillo;Total;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;012 Atenguillo;Disponen de energía eléctrica;Total;1.149;1.113;861;231;20;1;36;0
14 Jalisco;012 Atenguillo;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.029;1.012;806;193;12;1;17;0
14 Jalisco;012 Atenguillo;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;77;68;36;25;7;0;9;0
14 Jalisco;012 Atenguillo;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);11;10;9;1;0;0;1;0
14 Jalisco;012 Atenguillo;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;7;4;4;0;0;0;3;0
14 Jalisco;012 Atenguillo;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;25;19;6;12;1;0;6;0
14 Jalisco;012 Atenguillo;No disponen de energía eléctrica;Total;27;11;2;8;1;0;16;0
14 Jalisco;012 Atenguillo;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;9;5;2;3;0;0;4;0
14 Jalisco;012 Atenguillo;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;5;4;0;3;1;0;1;0
14 Jalisco;012 Atenguillo;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;2;0;0;0;0;0;2;0
14 Jalisco;012 Atenguillo;No disponen de energía eléctrica;Agua de pipa;2;1;0;1;0;0;1;0
14 Jalisco;012 Atenguillo;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;9;1;0;1;0;0;8;0
14 Jalisco;012 Atenguillo;No especificado;Total;2;1;1;0;0;0;0;1
14 Jalisco;012 Atenguillo;No especificado;Agua entubada dentro de la vivienda;1;1;1;0;0;0;0;0
14 Jalisco;012 Atenguillo;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;013 Atotonilco el Alto;Total;Total;14.128;13.718;12.452;1.014;126;126;366;44
14 Jalisco;013 Atotonilco el Alto;Total;Agua entubada dentro de la vivienda;11.950;11.845;11.261;452;55;77;97;8
14 Jalisco;013 Atotonilco el Alto;Total;Agua entubada fuera de la vivienda pero dentro del terreno;1.014;883;570;263;25;25;124;7
14 Jalisco;013 Atotonilco el Alto;Total;Agua entubada de llave pública (o hidrante);384;376;365;5;6;0;7;1
14 Jalisco;013 Atotonilco el Alto;Total;Agua entubada que acarrean de otra vivienda;135;99;73;18;4;4;28;8
14 Jalisco;013 Atotonilco el Alto;Total;Agua de pipa;61;43;17;17;9;0;18;0
14 Jalisco;013 Atotonilco el Alto;Total;Agua de pozo, río, lago, arroyo u otra;552;459;154;258;27;20;90;3
14 Jalisco;013 Atotonilco el Alto;Total;No especificado;32;13;12;1;0;0;2;17
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Total;14.041;13.672;12.422;1.005;122;123;340;29
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;11.920;11.819;11.242;449;53;75;93;8
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;1.004;875;563;262;25;25;122;7
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);382;375;364;5;6;0;6;1
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;127;98;72;18;4;4;22;7
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Agua de pipa;59;43;17;17;9;0;16;0
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;532;450;153;253;25;19;79;3
14 Jalisco;013 Atotonilco el Alto;Disponen de energía eléctrica;No especificado;17;12;11;1;0;0;2;3
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Total;68;40;24;9;4;3;26;2
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;25;21;14;3;2;2;4;0
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;9;7;6;1;0;0;2;0
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);2;1;1;0;0;0;1;0
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;8;1;1;0;0;0;6;1
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Agua de pipa;2;0;0;0;0;0;2;0
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;20;9;1;5;2;1;11;0
14 Jalisco;013 Atotonilco el Alto;No disponen de energía eléctrica;No especificado;2;1;1;0;0;0;0;1
14 Jalisco;013 Atotonilco el Alto;No especificado;Total;19;6;6;0;0;0;0;13
14 Jalisco;013 Atotonilco el Alto;No especificado;Agua entubada dentro de la vivienda;5;5;5;0;0;0;0;0
14 Jalisco;013 Atotonilco el Alto;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;1;1;0;0;0;0;0
14 Jalisco;013 Atotonilco el Alto;No especificado;No especificado;13;0;0;0;0;0;0;13
14 Jalisco;014 Atoyac;Total;Total;2.245;2.182;1.815;291;71;5;58;5
14 Jalisco;014 Atoyac;Total;Agua entubada dentro de la vivienda;1.950;1.926;1.745;171;9;1;21;3
14 Jalisco;014 Atoyac;Total;Agua entubada fuera de la vivienda pero dentro del terreno;58;53;22;29;1;1;5;0
14 Jalisco;014 Atoyac;Total;Agua entubada de llave pública (o hidrante);81;71;26;44;1;0;9;1
14 Jalisco;014 Atoyac;Total;Agua entubada que acarrean de otra vivienda;8;5;3;0;2;0;3;0
14 Jalisco;014 Atoyac;Total;Agua de pipa;1;1;0;1;0;0;0;0
14 Jalisco;014 Atoyac;Total;Agua de pozo, río, lago, arroyo u otra;145;125;18;46;58;3;20;0
14 Jalisco;014 Atoyac;Total;No especificado;2;1;1;0;0;0;0;1
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;Total;2.201;2.157;1.809;274;69;5;40;4
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.940;1.917;1.739;168;9;1;20;3
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;51;49;22;25;1;1;2;0
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);78;69;26;42;1;0;8;1
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;7;5;3;0;2;0;2;0
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;124;116;18;39;56;3;8;0
14 Jalisco;014 Atoyac;Disponen de energía eléctrica;No especificado;1;1;1;0;0;0;0;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Total;42;24;5;17;2;0;18;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;9;8;5;3;0;0;1;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;7;4;0;4;0;0;3;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);3;2;0;2;0;0;1;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Agua de pipa;1;1;0;1;0;0;0;0
14 Jalisco;014 Atoyac;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;21;9;0;7;2;0;12;0
14 Jalisco;014 Atoyac;No especificado;Total;2;1;1;0;0;0;0;1
14 Jalisco;014 Atoyac;No especificado;Agua entubada dentro de la vivienda;1;1;1;0;0;0;0;0
14 Jalisco;014 Atoyac;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;015 Autlán de Navarro;Total;Total;15.009;14.798;13.445;1.322;15;16;168;43
14 Jalisco;015 Autlán de Navarro;Total;Agua entubada dentro de la vivienda;13.316;13.251;12.551;681;5;14;48;17
14 Jalisco;015 Autlán de Navarro;Total;Agua entubada fuera de la vivienda pero dentro del terreno;865;833;546;285;1;1;28;4
14 Jalisco;015 Autlán de Navarro;Total;Agua entubada de llave pública (o hidrante);341;327;252;73;2;0;13;1
14 Jalisco;015 Autlán de Navarro;Total;Agua entubada que acarrean de otra vivienda;137;96;45;48;3;0;37;4
14 Jalisco;015 Autlán de Navarro;Total;Agua de pipa;101;86;9;76;1;0;15;0
14 Jalisco;015 Autlán de Navarro;Total;Agua de pozo, río, lago, arroyo u otra;212;186;25;157;3;1;26;0
14 Jalisco;015 Autlán de Navarro;Total;No especificado;37;19;17;2;0;0;1;17
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Total;14.842;14.677;13.415;1.240;8;14;137;28
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;13.280;13.216;12.533;665;5;13;47;17
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;846;817;542;274;0;1;25;4
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);315;304;249;54;1;0;10;1
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;117;85;42;42;1;0;29;3
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Agua de pipa;80;70;9;61;0;0;10;0
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;182;167;24;142;1;0;15;0
14 Jalisco;015 Autlán de Navarro;Disponen de energía eléctrica;No especificado;22;18;16;2;0;0;1;3
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Total;146;114;24;81;7;2;31;1
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;31;30;13;16;0;1;1;0
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;18;15;4;10;1;0;3;0
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);26;23;3;19;1;0;3;0
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;20;11;3;6;2;0;8;1
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Agua de pipa;21;16;0;15;1;0;5;0
14 Jalisco;015 Autlán de Navarro;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;30;19;1;15;2;1;11;0
14 Jalisco;015 Autlán de Navarro;No especificado;Total;21;7;6;1;0;0;0;14
14 Jalisco;015 Autlán de Navarro;No especificado;Agua entubada dentro de la vivienda;5;5;5;0;0;0;0;0
14 Jalisco;015 Autlán de Navarro;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;1;0;1;0;0;0;0
14 Jalisco;015 Autlán de Navarro;No especificado;No especificado;15;1;1;0;0;0;0;14
14 Jalisco;016 Ayotlán;Total;Total;9.078;8.679;8.197;223;106;153;361;38
14 Jalisco;016 Ayotlán;Total;Agua entubada dentro de la vivienda;7.670;7.513;7.218;131;77;87;144;13
14 Jalisco;016 Ayotlán;Total;Agua entubada fuera de la vivienda pero dentro del terreno;1.063;934;806;62;23;43;126;3
14 Jalisco;016 Ayotlán;Total;Agua entubada de llave pública (o hidrante);121;120;90;9;1;20;1;0
14 Jalisco;016 Ayotlán;Total;Agua entubada que acarrean de otra vivienda;113;57;51;5;1;0;56;0
14 Jalisco;016 Ayotlán;Total;Agua de pipa;3;2;0;1;0;1;1;0
14 Jalisco;016 Ayotlán;Total;Agua de pozo, río, lago, arroyo u otra;75;43;22;15;4;2;32;0
14 Jalisco;016 Ayotlán;Total;No especificado;33;10;10;0;0;0;1;22
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Total;8.978;8.634;8.161;217;106;150;326;18
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;7.633;7.485;7.195;129;77;84;135;13
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;1.050;930;802;62;23;43;117;3
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);120;119;89;9;1;20;1;0
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;90;48;43;4;1;0;42;0
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Agua de pipa;2;1;0;0;0;1;1;0
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;70;41;22;13;4;2;29;0
14 Jalisco;016 Ayotlán;Disponen de energía eléctrica;No especificado;13;10;10;0;0;0;1;2
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Total;74;40;31;6;0;3;34;0
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;33;24;19;2;0;3;9;0
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;12;3;3;0;0;0;9;0
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;1;1;0;0;0;0;0
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;22;9;8;1;0;0;13;0
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Agua de pipa;1;1;0;1;0;0;0;0
14 Jalisco;016 Ayotlán;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;5;2;0;2;0;0;3;0
14 Jalisco;016 Ayotlán;No especificado;Total;26;5;5;0;0;0;1;20
14 Jalisco;016 Ayotlán;No especificado;Agua entubada dentro de la vivienda;4;4;4;0;0;0;0;0
14 Jalisco;016 Ayotlán;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;1;1;1;0;0;0;0;0
14 Jalisco;016 Ayotlán;No especificado;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;016 Ayotlán;No especificado;No especificado;20;0;0;0;0;0;0;20
14 Jalisco;017 Ayutla;Total;Total;3.241;3.028;2.333;637;26;32;209;4
14 Jalisco;017 Ayutla;Total;Agua entubada dentro de la vivienda;2.782;2.698;2.218;433;20;27;81;3
14 Jalisco;017 Ayutla;Total;Agua entubada fuera de la vivienda pero dentro del terreno;194;165;99;61;2;3;29;0
14 Jalisco;017 Ayutla;Total;Agua entubada de llave pública (o hidrante);1;1;0;1;0;0;0;0
14 Jalisco;017 Ayutla;Total;Agua entubada que acarrean de otra vivienda;30;19;7;11;1;0;11;0
14 Jalisco;017 Ayutla;Total;Agua de pipa;30;22;0;21;0;1;8;0
14 Jalisco;017 Ayutla;Total;Agua de pozo, río, lago, arroyo u otra;202;121;7;110;3;1;80;1
14 Jalisco;017 Ayutla;Total;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Total;3.165;2.997;2.330;613;23;31;164;4
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;2.771;2.690;2.215;430;19;26;78;3
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;185;161;99;57;2;3;24;0
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;1;0;1;0;0;0;0
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;24;16;7;8;1;0;8;0
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Agua de pipa;26;20;0;19;0;1;6;0
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;156;107;7;98;1;1;48;1
14 Jalisco;017 Ayutla;Disponen de energía eléctrica;No especificado;2;2;2;0;0;0;0;0
14 Jalisco;017 Ayutla;No disponen de energía eléctrica;Total;76;31;3;24;3;1;45;0
14 Jalisco;017 Ayutla;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;11;8;3;3;1;1;3;0
14 Jalisco;017 Ayutla;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;9;4;0;4;0;0;5;0
14 Jalisco;017 Ayutla;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;6;3;0;3;0;0;3;0
14 Jalisco;017 Ayutla;No disponen de energía eléctrica;Agua de pipa;4;2;0;2;0;0;2;0
14 Jalisco;017 Ayutla;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;46;14;0;12;2;0;32;0
14 Jalisco;019 Bolaños;Total;Total;1.439;650;557;82;7;4;760;29
14 Jalisco;019 Bolaños;Total;Agua entubada dentro de la vivienda;823;549;496;47;4;2;262;12
14 Jalisco;019 Bolaños;Total;Agua entubada fuera de la vivienda pero dentro del terreno;181;60;52;5;1;2;116;5
14 Jalisco;019 Bolaños;Total;Agua entubada de llave pública (o hidrante);14;1;1;0;0;0;13;0
14 Jalisco;019 Bolaños;Total;Agua entubada que acarrean de otra vivienda;11;7;3;4;0;0;4;0
14 Jalisco;019 Bolaños;Total;Agua de pipa;5;1;1;0;0;0;4;0
14 Jalisco;019 Bolaños;Total;Agua de pozo, río, lago, arroyo u otra;388;30;2;26;2;0;353;5
14 Jalisco;019 Bolaños;Total;No especificado;17;2;2;0;0;0;8;7
14 Jalisco;019 Bolaños;Disponen de energía eléctrica;Total;896;633;547;78;4;4;249;14
14 Jalisco;019 Bolaños;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;699;543;492;46;3;2;144;12
14 Jalisco;019 Bolaños;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;82;55;49;4;0;2;25;2
14 Jalisco;019 Bolaños;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);8;1;1;0;0;0;7;0
14 Jalisco;019 Bolaños;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;9;6;2;4;0;0;3;0
